,Tweet,Cluster
6,family facing irrelevant minus #balance amount #issue from #vodafone for unsought service investigate the number indians looted #unethical #scam won burn #rupee neutralize their fictitious #negative balance for #porting bring #money back pic twitter com gytycm,6
2,data connection goes off and without any reason slow net speed high buffring charge and still best network according you wow but how,2
2,pune idea why international raoming gets activated automatically deduct balance and then customer care support network hai nahi harassment alag,2
4,you took money but claim you have not received any money this unacceptable please help,4
4,complaint thread was ported from idea airtel aug may got msg from idea stating there pending amt which duly paid but still was discontinued per mch process idea failed update its system,4
4,expecting resolve soon current balance cant make outgoing calls,4
4,dear still haven received any call from your team,4
2,#vodafonein vodafone network down pune hadapsar outgoing call bad service,2
0,received the same message and they are asking the recharge why would anyone want international roaming now revert back money pic twitter com hrv,0
4,same here they are looting customers are these the work ethics that follows,4
4,what solution you have suspended number without providing the prepaid sim now not able connect with anyone you are,4
4,have plan out india the near future why this deduction please rectify the mistake asap causing lot inconvenience this just plain loot,4
4,look into this matter quickly big amount,4
7,same here the problem not yet resolved and have lost getting the balance positive from negative #fruadvodafonen,7
1,same for number too recharge active but outgoing stopped charged for international roaming haven made any such request uregnt,1
6,please note that enrolled annual prepaid plan all such stupid deductions should not happen first place and matter pain enduser pic twitter com pqfmedsqpj,6
4,could you pls conduct audit into telcos find out how such debits take place without authorisations how many refund money asap not able place any calls due negative balance,4
6,what this pic twitter com yyaq fhucw,6
4,okay thank you,4
4,team not able make call orr not even receiving the call amount has been deducted automatically what going can any one fix asap,4
4,bhai data plan that,4
4,data speeds have dropped dramatically and then the operator calls offer high speed plans doible the cost there way the trai can ensure customers are not taken for ride these telcos playing hookey with speeds,4
5,switched good time because today deducted from every vodafone connection area was member since now switched,5
1,you guys have charged friend randomly for international roaming while not roaming and did not opt for this randomly get sms saying you have been charged care explain pic twitte,1
4,why there reply dms,4
7,whats your problem with network how goes slow down,7
4,reply from your side send you private message regarding deduction issue has not been resolved till now,4
4,maja khup mitrana msg aalay,4
4,you are not responding,4
6,your pathetic services will doom you within time just return the money https twitter com girishnaught status,6
5,even you resolve this issue will not delete any post from social media this will lesson for your company# vodafone lootera company should fined time for making this nonsense company must have looted much money this way from poor people,5
1,why vee charged for international roaming haven register for this service still you cut tried call customer care and waited get answered customer care executive but they are all busy can you please,1
0,international roaming was activated mobile last night did not activate this what going please refund the amount #internationalroaming pic twitter com dstp,0
4,trying reach customer care but option not available any ivr customer care numbers please give callback,4
4,contacted the customer care and they said they are working this issue and will fix soon,4
2,hey whats with your network saket went off yesterday from and today well has completely gone dark around the same time your customer care not helping either,2
6,kindly sort out this issue soon possible and return the deducted balance pic twitter com jcid,6
4,link not working,4
4,also having the same issue please help out with the same and roll back the extra charges,4
6,kya hai vodafone supernet speed pic twitter com lati wsrjh,6
4,thanks please ensure that fixed the earliest probably today itself,4
3,there something wrong with service all calls shows that dialed number incorrect not even able connect customer care not expected this from vodafone request help asap,3
5,see vodafone reply about complain never reported lost phone and paid due amount full per our record your number suspended due lost phone sim and your current outstanding amount rek,5
4,obc,4
5,yes vodafone deducting any money that too without having balance like providing loan and showing your balance negative and deduct the same when you recharge,5
4,need reply asap with explaination impacting all your userbase,4
4,how many more hours you will take resolve this rubbish not able call since hours should also port has every one slept,4
4,#shameonvodafone,4
5,the issue has been escalated higher authorities phonepe and has been confirmed that the merchant vodafone idea limited has received the amount days over response utr transaction amou,5
7,have same problem,7
4,rupees deducted the name store activation and continues upcoming weeks without requisition there stopping these thieves nowadays and kindly take appropriate actions and make them refund the mon,4
4,call automatic call disoconnect dial,4
1,dear tina need your help here that these stupid erroneous charges international roaming reversed asap and normal outgoing restored must admit that vodafone rendering very poor customer care services year old and you expect chase you for this crap,1
1,unauthorised deduction towards international roaming what for everyone getting the same message today please look into this matter who will bear the business loss due number non operational epidemic situation,1
4,how will you sort out you haven asked number don waste time solve immediately,4
1,this kind scam deduction rupees without customer consent scam you will pay for dear customer this inform you that rental amount has been deducted towards international roaming rental for days,1
4,why mobile number outgoing baared while valid till jun balance now negative can even make calls one answering complaint calls this ridiculous robbing customers this difficult time porting,4
1,have been charged international roaming charges iam sure havent asked for its false transaction which vodafone has made kindly look into and revert back the charge,1
1,dear customer this inform you that rental amount has been deducted towards international roaming rental for days this service start without any request and money deducted from phone balance please take some action,1
4,response really horrible check,4
4,looks like also suffering from covid and have been admitted isolation ward ventilator,4
5,now what the next step taken vodafone india what should for refund money asap,5
4,why deducting for internationoal roaming hellloooo been inside the same walls since the last months how can you randomly things like this,4
6,what this new scam pic twitter com qwhrlaolmq,6
4,what that shortly measurable any unit say hours days weeks months years and worst decades centuries your team having zoom conference for this with ceo,4
5,its more than hrs since have forget about reply you haven seen the msg yet atleast allow send port msg cannot repay our money #vodafoneloot #scam #vodafonein #vodafone #internationalroaming,5
5,even attaching the screenshot text message and myvodafoneapp screen shot which received from vodafone company please see and refund money back have already messaged contact number your but still one replied,5
5,#vodafone #vodafonein good strategy making money deducting for vague reason but ain fools refund our money,5
1,vodafone idea has deducted charges toward international roaming,1
4,want money back,4
4,you guys are awful sad and awful,4
4,phir toh cares mein gaya tumhara paisa,4
4,pcch shetkari plan,4
1,dear what happen you why international roaming recharge suddenly pls look and refund the money asap,1
4,not able receive any calls please look into this issue,4
0,please explain this dont even use international roaming what basis this done pic twitter com soew,0
1,account balance deducted for international roaming charges think mistake please check and refund soon possible thank you,1
6,need the justification soon possible https twitter com jeetvira status,6
4,expect some reply,4
4,please tell what time can expect the issue resolved this just wrong had unlimited calling pack you guys put prepaid number negative balance and now can even make calls,4
1,vodafone today deducted from lakhs customers kindly look into looks like fraud running into crores the deduction was for international roaming customer care not reachable,1
4,always wished become customer with fancy number unfortunately alwys failed its only made rich people who can afford evry needs money one needs faithful customer #sad #vipnumber,4
4,number please stop this harassment deducting amounts recklessly for services not opted hoping least #vodafoneidea would stick fair business,4
0,yes and you keep charging unnecessary charges and deduce money form the account with false claims why have you activated international roaming feature without any consent this your new strategy loot money from your customers pic twitter com ucxkymy,0
4,also these numbers are not working from mobile getting disconnected,4
4,just turned greedy and beggarish make money courtesy reply the queried shame you,4
5,bhulenge bhulne dengue vodafone vodafone vodafone,5
1,got following message dear customer this inform you that rental amount has been deducted towards international roaming rental for days,1
4,yar kya raha hai thinking port number voda kya bakchodi hai bhai dusri base dekh rahi hoon,4
1,some international roaming pack activated number you may know why,1
1,just received sms saying that has been deducted for international roaming india and vodafone has just hacked and deducted money without knowledge please contact and refund money #vodafonein #vodafone #vodafoneindia,1
6,one your collection staff called and asking for the payment which not mine according truecaller related debangsu sir please stop disturbing for the payment this number otherwise have take legal action against you pic twitter com ntlefawk,6
6,the service and customer relationship had been worst and unprofessional day day with they deduct charge with thereselves and doesn take responsibility pic twitter com gjyanhhnsv,6
4,and this plan increase the price your plan the public being lured the benefits high speed #telecomcompanies,4
3,don share text messages provide service marathi mumbai #endhindiimposition,3
4,what you think,4
5,yesterday night vodafone abruptly activated internation roaming number haven requested not want and now outgoing isnt working since morning cant even call any customer care number please fix soon,5
1,you deducted bucks from prepaid number for international roaming charges explain vodafone how can anywhere when airports are closed,1
4,have also charged inr early morning today without consent chennai account shows negative,4
4,looping,4
1,team hope you are well rupees deducted for international roming rental completely unethical please reverse the transaction asap not allowed travel out india guess you have special previlidge please reverse this,1
2,where can see your network coverage map for india planning port network,2
3,disgusted with the service some fraud has been done vodafone has been deducted from acc overnight haven opted for any extra service think its time port the network and action must taken against vodafone,3
4,have been charged the same way the customer executive said shall refunded hours,4
1,contact international roaming this lockdown within minutes while all international sources traveling have been closed nut support hate vodafone have face this problem time,1
6,yep and didn have sufficient balance they gave negative balance pic twitter com mjunszg,6
5,lakhi think you built time machine and went canada last night that why vodafone deduct from you account,5
4,not able call even after recharge please help,4
4,bro something and don send automated reply you should reach customers directly when you deduct amount without any request customers make this your priority resolve issues,4
1,did deduced frm coz this balance goes negative and outgoing barred who ask for international roaming pack alot people complaining about that refund amount unbarred service,1
4,company automatically deducting the balance the name activation different services which were not done customer the company fooling and earning money this way even the customer care are not attending the call unprofessional,4
5,now vodafone also started deducting the money without customer consent got this today shame you vodafone pic twitter com gsezx,5
1,have never been outside the country whole life let alone these last days and was charged international roaming rent for god knows what reason like get this clarified because this doesn make sense all,1
1,koi tarika hai bhikkh mange paise chahiye the toh mang leta beta #international roaming,1
3,far the most disappointing service provider india,3
4,sorry but have shared multiple times with your team and haven got any help won pay any dues until services are resumed and bill corrected,4
5,this fraud committed plz look into this matter get these scoundrels british bastrad company out our country local vocal switching any other but never vodafone again,5
1,fully agree nikhil #vodafonein simply sent message wee hours deducting inr for service international roaming which never subscribed the worst part due this they took away all balance from account was left with balance call out even their customercare,1
1,dear customer this inform you that rental amount has been deducted towards international roaming rental for days message received today why deduction don use bal showing http negative correct,1
4,are you doing something about not can even make any the outgoing call even after having valid http recharge something before consumer court,4
0,charging for international roaming when happen live india ridiculous also none your customer care numbers work this how you are happy help pic twitter com dnssp hvs,0
1,same issue here started international roaming rentals and deducted balance outgoing stopped response till now,1
0,international roaming #vodafone #jiocare pic twitter com fypg,0
4,same issue happened with last night why isn taking any action need consumer court complaint,4
0,hey what nonsense this haven travelled anywhere for the past and half months and all sudden you deduct rent for the international roaming which never activated the place pic twitter com ktbbzyccca,0
1,sir can look into this new scam running activating international roaming pack without consent did not acivated this pack,1
1,vodafone account was deducted rupees towards international roaming rental for days understand that several others have also been victim this suggest you get towards this issue and initiate refund early possibl,1
1,would someone confirm the unwarranted activated international roaming deactivated balance tag removed reply will prompt further reporting matter trai well ministry concerned apologies due subsequently,1
6,rupees deducted the name store activation and continues upcoming weeks without requisition there stopping these thieves nowadays and kindly take appropriate actions and refund the money pic twitter com,6
4,maybe general issue with some testing hope they credit the amount back,4
4,please clarify this why should staying and calling only india you want would close your sim bcoz are now,4
4,faced the same issue this morning called them and they reversed the same the very same hour seems like they want people call them undo this else they get keep,4
4,what harami panti this,4
1,listen just revert this stupid international roaming rental thing that none your customers asked for that can make outgoing calls give our back which has been deducted from our account which already had zero rupees thanks,1
3,very disappointed with the services you are providing suddenly not able call anyone for reason and without permission account has been debited with for some international call service even though had unlimited,3
4,yes bro very bad,4
4,why you deducted rupees from and father number want refunded soon possible due negative amount unable call someone you unable refund tell port our both sims into,4
0,have not made any international call unlimited pack then why was deducted from account need solution immediately #disappointed pic twitter com xjqmaqbhct,0
4,cant even expect such bad hotspot services from your side need switch other operator anyone provide better servcies,4
1,yesterday lost for juice pack today wife lost for international roaming what happening,1
4,waprto toh,4
6,has more than hour but did not got reply about balance deduction scam pic twitter com uaa tevcaq,6
1,dear customer this inform you that rental amount has been deducted towards international roaming rental for days what outgoing call stopped,1
3,not able talk your custer service executives because such option coming,3
4,this not bug this massive fraud scheme,4
4,please asap all outgoing are closed,4
4,move out,4
1,strange such kind deductions are happening this pandemic when you are not allowed travel interstate charging for international roaming #shame #scam and even can access the customer care balance,1
3,complaining about the worst customer service yesterday had done recharge and today outgoing call has been barred and from main account balance also deducted amount only incoming call thanks and regards hite,3
1,for vodafone mobile without permission you had activated international roaming rental for days and you have charged for that cancel that voucher what basis you have activated and how can you loot the people,1
0,dear morning balance deducted due roaming but didn activated and your customer service isn accepting call need clarification why amount deducted not roaming pic twitter com reqod,0
4,vodafonein needs stop texting nightly about data being renewed when haven paid,4
1,have deducted from number receiving message international raoming which never activated pls refund,1
5,need balance back bank account due vodafone issue why suffered,5
4,same thing happened well #vodafoneloot,4
4,has been deducted request trai take action,4
4,when speak again utilizing internet already weeks but cannot,4
1,dear had not applied for international roaming pack den why rental amt that pack deducted this strategy earn money this lockdown period,1
7,problem not yet resolved one has contacted yet from your team,7
1,have been deducted from acc name international roaming charges after that not single call getting connected even helpline nos are not answering help asap,1
1,dear customer this inform you that rental amount has been deducted towards international roaming rental for days please help regarding this,1
5,vodafone dropping calls earlier now think they are dropping tweets too action till date,5
4,team can you pls prioritize this issue,4
0,dear why would anyone activate international roaming when all international travel stopped because pandemic return money pic twitter com zmdhrczjc,0
1,been continuously trying get touch with one your customer care but all vain not used any international roaming services then why has balance been deducted request you resolve earliest,1
3,news guys pathetic service least recognize your own cust serv number outgoing stopped suddenly recharge still valid till july urgent need call back,3
4,interesting way generate money taking help tech issue deduct from user account and now that user need recharge the account but now days user using unlimited calling plans after recharge that balance remains with use,4
6,iam not the only one whoes account went from which havnt activated anything now looks like scam because recharge will finished days #internationalroaming pic twitter com tevv,6
5,#happytohelp there resolution yet asked for change ownership and getting replies email about changing from postpaid prepaid number #nothappytohelp have been postpaid customer vodafone since last years and this the treatment getting,5
6,have not used any international services why there deduction there highly disappointed with your customer service one responding please respond #vodafoneindia https twitter com kkundrrafc status,6
5,vodafone prepaid number outgoing call closed due unnecessary account deduction name international roaming any customer service not responding mail vodafone app help whatsapp any response action this,5
4,jus cut and balance now not able call any one while already done recharge there customer care not answering the call,4
3,why vodafone has added corporate data plan into account and charging per month without consent this service you wanna provide adding new services the customer account with they consent,3
2,hello vodafone not able call other any network given message incorrect number line busy from last days even any one call given same message,2
4,yes and just realised that can now connect calls with our sim cards but the balance still negative are you listening,4
1,amount has been deducted towards international roaming from vodafone own have not travelled anywhere internationally why such kind deductions are happening kindly revert back account #vod,1
4,cha signal saglikade bekkar asto,4
5,dear sir using vodafone company number not calling any other number have already recharge number vodafone number why not calling from this number,5
4,your delays causing unnecessary harrassment services have been barred and stressed,4
6,baje raat kaun service activate ghar kar using already unlimited plan but jab maine activate nahi kiya kaha activate hua customer care call nahi lag raha recharge khatam hone wala rahta din phone aate hai deactivate all services pic twitter com opu urs,6
0,why have been charged for international roaming how can you charge rental prepaid #vodafonein #vodafoneindia pic twitter com howg,0
4,doing many times only people who raise complaints were get back otherwise many ppl not aware about this things they get robbed like many villagers,4
5,vodafone that why never recharge #rs,5
4,can you help has been hrs,4
5,vodafone prepaid number outgoing closed due unnecessary account deduction name international roaming any customer service not responding till time mail vodafone app help whatsapp any positive response action this possible,5
5,look into this priority hospital work getting suffered due this kindly refund vodafone balance asap,5
4,yhi karna pdega,4
5,number and incorrectly deducted from balance tried reach out vodafone but customer care not responding due unavailable representatives,5
4,what the complain number,4
1,you have deducted rupees and balance has turned negative this the message received how come you can charge anyone anytime under this pandemic international borders have been closed will switch other network you don hav,1
0,can you please explain why being deducted for international roaming when int travel stopped for months did allow international travel without knowing pic twitter com jjmnp,0
1,yesterday has been deducted from account for international roaming package without permission and along with that all outgoing call service also stopped please restore all services and process the refund money asap,1
6,have already shared screen shot direct message which have sent firstly but haven received any response from you tweeted want you take immediate action switch off switch off always busy bot not working worst service pfa pic twitter com vnwm zmf,6
4,sach yaar subah kaun activate kartai and directly deduct,4
6,pic twitter com wfumnsl,6
1,been continuously trying get touch with one your customer service but all vain not used any international roaming services then why has balance been deducted request you resolve this issue earliest tried,1
6,seems not the only one would like know the reason for such inefficient service pic twitter com upkdd ksuw,6
6,#scamstervodafone idea going the same public stay vigilant and catch these buggers the act https twitter com jay raisan status,6
4,you say you are happy help but you put your customers trauma early morning during this covid crisis pls behave responsibly #iwantmymoneyback #vodafonein #internationalroaming,4
6,switching pic twitter com mggtxv twi,6
0,being charged for international roaming flights being suspended never opting for any such service still charged the needful and refund the amount #vodafonein #vodafone pic twitter com msf,0
1,can see many others have been charged for international roaming like without requesting for any activation,1
4,same has happened with messaged you screenshot kindly check,4
4,since past hours try make call your complaint helpline numbers but not able make call line busy shown and there one sits for help your punchline kind fake promise with loyal customers,4
6,why these two numbers are showing negative balance about hundred rupees pic twitter com fxwearex,6
1,received message that has been deducted for international roaming and response when reaching customer care executives,1
4,hours now you the funny thing cannot even reach lol you guys are absolute joke you claim have done best optimization please stop your false claims not take your customer for granted,4
1,and looting taking from number saying international roaming rental but have not subscribed any international roaming this any new method earn money from these crisis days,1
1,bhaisaaab vaise apke network mein kam kharabi thi kya international roaming faltugiri kar rahe bhi tab when even international flights have been banned mature,1
7,have same problem please reply,7
4,reply yet useless,4
4,#vodafonein,4
7,dear team our arer shutdown network phones kindly check this problem again again what the problem everyday network issue what happen,7
4,have sent but revert from your end,4
0,hello you may want have look scam done everyone have been looted name international roaming and they are not even responding #scamstervodafone pic twitter com vjvwdtu,0
4,how many more hours you will take resolve this rubbish not able call since hours should also port,4
1,got today message with deduction for international roaming number even though never asked for this service vodafone pls something,1
4,call any update for above complaint internet good and many times not even working also bill incorrect kindly reverse one time charges and send revised bill kindly have someone call earliest,4
5,why vodafone automatically charging peoples account for international roaming have vodafone sims our family and both were charged last night without our consent any kind initiation from our side,5
1,today charge was deducted from vodafone account and international roaming package was activated have activated such thing tried contacting the customer care service number one responded and also tried emailing the issue,1
6,check out there are many and the problem self explanatory tweet from https twitter com ashishm status,6
1,international roaming charges deducted vodafone prepaid number mumbai and far aware international flights are not operational since months why earth are guys charging,1
1,got message today that rupees have been deducted towards monthly rental for international roaming mobile number this joke during lockdown person cant travel intracity forget intern,1
5,#vodafone loot #vodafone wasooli refund our https twitter com manishkumar status,5
4,#complain #vodafonein #vodafoneindia can even connect none place can connect customer care executive #pmo #telecoms #telecommunications #telecom,4
1,dear customer this inform you that rental amount has been deducted towards international roaming rental for days kindly solve problem did not opt this service and your team deducted main balance which shown negat,1
0,hey father mobile got this message hasn activated international roaming please help him get through this pic twitter com ttcdgjy,0
4,aakhiri baar dil per patthar rakh kar recharge karwa phir seedhe port karwa lena,4
5,vodafone chor hai move airtel,5
1,randi subah subah kaat liye sabke international roaming bahen lode hum ghar nahi nikal rahe international ghumai kar rahe,1
1,been wrongly deducted towards international roaming please help rectify this,1
4,same has happened with dad number what wrong hasn left the house three months,4
0,international roaming rental deducted when the only roaming doing from bedroom kitchen india what this behaviour please look into the matter asap pic twitter com wqcs,0
4,pay back this amount all subscribers thousands people are facing problems they have balances negative some cheap marketing strategy earn revenues people have minimum recharge have balance,4
0,vodafone deducted for international roaming this scam every user prepaid has received this message today with customer base crores this huge profit for them over crores give money back bellend chor company pic twitter com onmnc kog,0
4,worst that india and #vodafonein deducting #internationalroaming charges have you completely lost you mind #vodafonein this #lockdown #vodafonein #cheater,4
1,when will you stop looting and cheating your customers bloody hell you deduct main account balance for international roaming that too morning are serious roaming admist lock down #vodafoneinarecheaters,1
6,kindly help with the the solution https twitter com praveen status,6
4,#vodafonein call sabke chuthiya mat kato min call waiting fir nai recive,4
4,have active plan till july with data calls free sms including roaming then also main balance showing negative balanc why kindly update accordingly priority mob regards chandrakant,4
3,porting the only option left the data pack service was already hopeless and now this new thing,3
1,why the hell have been charged for international roaming not even able call message anybody this the way you welcome new customer #wrostserviceever,1
1,today got msg that international roaming activated and amount inr deducted for the same have never opted for international roaming please resolve this and refund #vodafoneindia #vodafonecomplaints,1
4,same happened with well last night,4
1,prepaid customers all get message adhi raat that vodafone has deducted rupees from our account which apparently has rupees for international roaming rental for which nobody opted and now our balance lies minus get well sson need make calls,1
4,dear heena can make calls any number can you please update when will you refund main balance you are harassing mentally this can lead serious legal problems for you expect that you are aware the laws and legal action case harassment,4
4,this regarding international romaing call deduction which have happened last night for friend she unable make any calls this very urgent matter and want escalate higher management #sunilsood #vodafonein #vodafonei,4
4,sure bot can actually resolve its just the same msg again and again,4
5,have shared vodafone mobile number since last one hour through please have this checked and let know further,5
4,still awaiting response have sent detailed email have also sent message please serious addressing public grievance that victim your delay harassment,4
4,and also they have not responded yet,4
3,hey father law subhash samant has got charged wrongly for using internationl roaming his prepaid numbr despite never having used one service have dmed you the details plz help get corrected asap customer care nobody answering,3
1,new fraud vodafone balance went down and now left with balance international roaming charges says who roaming internationally these days are you making fun cheaters,1
4,trying call this but response and not connecting customers care kindly help call back pay the amount bills and having some query,4
4,aur net condition itni kharab din wifi connect karna pad raha jio aur complain karne par koi response bhi nahi,4
1,got sms today dear customer this inform you that rental amount has been deducted towards international roaming rental for days and outgoing calls also stopped after this why this service activated automaticall,1
3,vodafone service frustration have tried all the ways reaching customer care disappointed with the service again usual revert asap virtual assistance useless,3
2,wanna port your network kindly share the best prepaid plans,2
4,why are unwanted packs being activated without the customers knowledge,4
1,want money back kindly stop charging your customers falsely for some international roaming the morning this not fair #poor service #vodafone #cheating,1
5,dear team due our tech issue deducted and balance went minus which cannot call anyone plus side need recharge which now this useful vodafone ridiculous,5
4,not able make any calls balance show did not initiated anything from end please fix this asap will number well alternate number,4
4,would want early resolution this,4
3,deducted for service never requested yesterday night many users faced same issue response from vodafone please acknowledge and refund the money,3
4,faced the same issue,4
4,any updates have already sent personal message all detail information,4
1,would some intelligent person vodafone tell which fool would want have international roaming this point time when international flights are grounded banned international roaming activated anyone listening,1
1,today morning got message deduction for international roaming service have not applied the same please reverse back the amount,1
1,this failed telecom group called deducting international roaming charges from random users collecting money from masses fill your own coffers using our balance subsidize your losses time for you shut shop both literally figuratively,1
4,same with this time they did outgoing blocked sure this balance went into,4
1,why detected for international roaming charges when not requested even not moving out home due lockdown,1
4,unable call anyone from yesterday offline,4
4,request you attend this issue asap priority #vodafonechorhai #vodafoneischeater #traibanvodafone,4
5,thought was the only one impacted this bogus deduction this looks more like scam part #fraudvodafone you also #cheat your customers like this this award only goes #vodafone #india #mobile #charges,5
5,dear vodafone india team all sudden users chennai circle vodafone users couldn connect vpn and badly impacting our work from home options through mobile data kindly don cause any inconvenience during this stage are strongly relying,5
5,trai please look into this this mass scam there has not been any acknowledge from vodafone that was mistake and will rolled back our balance still showing,5
6,https twitter com vodafonein status proper response from vodafone since may their team keeps asking for same data without trying solve despite providing transaction details they say they can find details and are harassing,6
0,don understand why have been charged for international roaming please refund the amount not yours take #vodafone #vodafonein pic twitter com hfvrygsnun,0
1,dear customer this inform you that rental amount has been deducted towards international roaming rental for days what this why outgoing calls has been blocked home from last months how can deduct,1
5,vodafone east customer care mess keeps sending you circle for hours and still you won able get hold customer care executive #vodafonein,5
6,doing big scam like this now shame vodaphone https twitter com manishbidsar status,6
1,sms not working since yesterday also getting message from vodafone that international roaming but have not moved out chennai look into this urgently,1
4,not received any calls yet but yes have received your payment reminders which proves nothing has been done yet waiting for someone call,4
4,you have complete lack transparency and you have intention educating the customer any charges they are danger incurring because who actually looks their bill right bucks here and there who cares you can sneakily keep doing whatever you want,4
4,mine prepaid too,4
1,guys your service sucks pathetic network and top that deduction international roaming charges when entirely domestic number call asap your not connecting well #shit #scam #poop,1
5,moulana aap abhi vodafone istemal karte aapko noble prize milna chahiye,5
6,#msg #customer care pic twitter com avygzqs,6
4,more than min cross still solution complaint,4
0,today were deducted towards international roaming charges from wife without even activating the service and who the hell going travel the lockdown refund back the money #vodafoneidea #vodafonesucks #vodafonein https twitter com kharesaurabh status,0
4,kindly help asap have,4
1,seems vodafone has activated international roaming almost all numbers and deducted amount and now their ivrs complaint number not getting connected should pay back this amount all users,1
5,dear vodafone india team all sudden users chennai circle vodafone users couldn connect vpn and badly impacting our work from home options through mobile data kindly don cause any inconvenience during this stage,5
5,calling problem happening vodafone lot #vodafone #problemsolved #vodafonein,5
1,please note that all #vodafonein users have been falsely charged for international roaming rental charges kindly take action,1
2,spend thousands bucks internet getting pathetic network and speed time change,2
1,why you deducted from main balance towards international roaming kindly credit back amount,1
4,abhi mahina bacha aur deduct hua balance minus next month port kar lunga jab yahi condition rahegi,4
4,#vodafonein mera paisa,4
1,cutting international roaming rentals from main balance your policy when the customer still residing india what type fraud this,1
3,same issue here gujarat customer care service reply from vodafone one picks phone pathetic going for portability soon current pack over,3
6,you haven responded yet issue this how you treat your customers https twitter com hiteshnariani status,6
4,abort,4
1,great since month have been hearing this that your team working when balance went from you weren bothered and now you started charging international roaming would like port pls can you prvide the details,1
1,why deducted rent for international roaming whereas have never gone out india now balance showing minus and outgoing stopped unlimited plan still valid for more than month,1
6,amount got deducted from account this morning surprisingly was done without request please look into this matter soon possible pic twitter com vhckxelovp,6
6,due your such stupidity outgoing completely disbarred and not able make any outgoing call even when subscribed under your annual prepaid plan whats this pic twitter com shuxavt,6
3,you guys are pathetic from last months charged with don know for what vas and woke this morning and this month charged upcoming bill for which vas you are the worst service provider randomly char,3
6,can you please revert this immediately its urgent pic twitter com zhp fjo,6
4,port karwa baba,4
4,same thing happened with can even make calls helpline number,4
5,dear vodafone how can you deduct intl roaming charges during lockdown how that your customer constantly busy can you look into complaint,5
5,has been days since have been ported vodafone and has been big mistake that without asking has started roaming number the morning rupees has become negative account and the outgoing call,5
4,plz let know what the solution outgoing call stopped,4
0,now running this scam deducting money without consent did not activate this roaming pack pic twitter com kwlwwu ilx,0
6,what the point asking the phone numbers your customers late night when you have intention solve the issues pathetic customer care service resolve the issue soon pic twitter com djfgk,6
4,mere mobile kal deduct hua hai maine koi plan bhi nahi activate kiya hai fir bhi aur customer care par call lga bol rahe hai apne khid kiya hai btao acchi jabardasti hai,4
4,due this deduction also not able make any call pls resolve this issue,4
4,they haven will take this the court they don give our money back,4
6,pic twitter com frjszckjl,6
6,whats this from morning cant call even cant call your customer care worst service sir please something vodafone has deducted money without permission pic twitter com savzwf,6
1,sir please take strong necessary actions against for illegally deducting from vodafone customers balance and scamming the name international roaming,1
2,mai paise data wapas maangu doge aap jitna data network issue wajah bekar jata hai aur mental stress bear karna padta hai uske badle kya karoge aap,2
4,customer care number tak nahi lagta hai kaise contact kiya jaye,4
2,how many problems you have call drops network slow internet everytime complain you give the same reason that you are trying build more network towers really running out patience #vodafonesucks,2
7,not able make any call even customer care everyday problem occurred every time have tweet for resolve problem useless customer care,7
1,pls openly request subscribers donate money instead deducting money from their account every day without their knowledge and consent yesterday lost for juice pack today wife lost for international roaming,1
5,thank you for solving issue deduction the main balance somebody has same issue then quickly vodafone app then account manage service settings off pay you use write email customer care vodafone about your issue,5
1,have been deducted from account for international roaming rental request has been made for the same from side need money back,1
1,dear customer this inform you that rental amount has been deducted towards international roaming rental for days outgoing barred whats this,1
5,and why have you made miraculous task talk your customer care representatives via must say #vodafone #cheater you keep deducting money sending crap messages and its pain for old person like keep chasing,5
4,same thing happened with don tarnish your image looting customers this really unprofessional behavior,4
0,scheme international roaming has been activated without consent deducting request you revoke and provide with refund #vodafone#scam#refund pic twitter com nxew,0
6,hey balance negative despite active pack outgoing and data services aren working please see and resolve asap pic twitter com ajdppakx,6
6,tried complain through live chat with vodafone app and while chatting you people got some error this the way have port number with some other network pic twitter com layjtk esv,6
4,absolutely right,4
4,did download something was unaware which you know very well since point was there any kind warning that was going incur additional charge you can tell what did and you can tell why you didn give heads,4
1,there has been deduction for international roaming account have not moved out anywhere outside mumbai last couple months even active pack also was removed which have recharged april for days one,1
6,#unsolicitedcommercialcommunication from #jgpropertydevelopers offering #realty investments #padappai and #guduvanchery the call seems have been originated from and terminated number protected #ndnc pic twitter com ktulj,6
4,like lot other people debited both accounts also have recharged for rupees wanted make some urgent calls which couldn you blocked outgoing calls for fault mine ensure you refund that well,4
1,today husband was charged international roaming for staying home,1
0,night while asleep get this even though have balance they put balance towards international roaming rental firstly never years nevr activated without asking who imposed deactivate right away pic twitter com owzj,0
4,why difficult connect your customer care executive,4
0,this rajesh using your service deduction rupees for international roaming early the morning and now all calling and internet function are suspended restore soon possible pic twitter com tlpchwn,0
4,when can expect prepaid numbers operational,4
4,being frauda fone from voda fone,4
0,charging international roaming for staying country india international flights are not operating pic twitter com nalqaah,0
3,what shitty service offered when require most charged for service which don use having unlimited plan but can call send message anyone calling #complaints from last hours but one address #maharashtra,3
4,saved the nasty isp blocks and whew,4
3,very poor customer care service executives available register our problems high data charges with very poor network vodafone taking full advantage covid situation,3
4,have shared phone just after your tweet but still didn receive any kind response from your side customers care for complaints invalid since morning and fed listening response,4
